,ICC13
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_10Percentile,0.8853551204390613
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_90Percentile,0.9888480401387725
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_Energy,0.9995920057507354
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_Entropy,0.8568424119603113
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_InterquartileRange,0.9805118121338227
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_Kurtosis,0.9561276776234817
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_Maximum,0.8513181296631396
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_Mean,0.9578830221509206
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_MeanAbsoluteDeviation,0.9543353192616923
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_Median,0.9756963344703311
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_Minimum,0.9365007887696296
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_Range,0.9232870462279469
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_RobustMeanAbsoluteDeviation,0.9689592249572655
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_RootMeanSquared,0.9582553785880008
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_Skewness,0.9453098647350501
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_TotalEnergy,0.9996651483648888
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_Uniformity,0.9325492568697792
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_Variance,0.9265370802587272
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_Autocorrelation,0.9021160230142863
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_ClusterProminence,0.7792091949626602
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_ClusterShade,0.8771122160227385
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_ClusterTendency,0.8122765141719315
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_Contrast,0.9706934034236671
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_Correlation,0.9072417098153375
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_DifferenceAverage,0.9740741854131504
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_DifferenceEntropy,0.9607107839884435
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_DifferenceVariance,0.9616732719968396
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_Id,0.9751046022443756
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_Idm,0.9746989406887083
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_Idmn,0.9114082135303135
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_Idn,0.9198231784675099
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_Imc1,0.9277895376116579
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_Imc2,0.8834797750238054
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_InverseVariance,0.9766568338353689
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_JointAverage,0.9069769049723958
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_JointEnergy,0.9717420030817149
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_JointEntropy,0.8393398127472274
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_MaximumProbability,0.992777295472945
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_SumEntropy,0.8255261969518668
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_SumSquares,0.813630448751072
