,ICC123
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_10Percentile,0.9436956246771031
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_90Percentile,0.9951420730628374
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_Energy,0.9997826599307522
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_Entropy,0.9297297086184793
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_InterquartileRange,0.9909475529004886
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_Kurtosis,0.9799231716969818
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_Maximum,0.9359880891678545
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_Mean,0.9795215041739201
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_MeanAbsoluteDeviation,0.9785901092767418
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_Median,0.988753037525049
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_Minimum,0.9701547529908424
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_Range,0.9669470807274404
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_RobustMeanAbsoluteDeviation,0.9859422941551059
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_RootMeanSquared,0.9797069062007466
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_Skewness,0.9740633281155348
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_TotalEnergy,0.9998083124882572
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_Uniformity,0.9680835795409174
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_Variance,0.9649591049136913
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_Autocorrelation,0.9584848736336566
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_ClusterProminence,0.887297189746236
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_ClusterShade,0.9446148069560474
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_ClusterTendency,0.9050380038808823
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_Contrast,0.9869377638323804
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_Correlation,0.9551128965482298
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_DifferenceAverage,0.9881892450219519
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_DifferenceEntropy,0.9832544344782927
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_DifferenceVariance,0.983532065240078
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_Id,0.9885674598333917
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_Idm,0.9884187830856797
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_Idmn,0.9630232667878991
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_Idn,0.9663347163518752
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_Imc1,0.9659468172906147
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_Imc2,0.9423460631031811
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_InverseVariance,0.9891331712709084
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_JointAverage,0.9605460729761612
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_JointEnergy,0.9864324647642172
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_JointEntropy,0.9217588458075026
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_MaximumProbability,0.9964420433596975
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_SumEntropy,0.9118103542159803
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_SumSquares,0.9072218024302793
non_contrast.nii_log-sigma-1-0-mm-3D_gldm_DependenceEntropy,0.8804244030404241
