,ICC12
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_10Percentile,0.9963269874022513
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_90Percentile,0.9990573500182639
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_Energy,0.9997453689932425
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_Entropy,0.9870727626388819
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_InterquartileRange,0.9982946130381739
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_Kurtosis,0.9968920326449671
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_Maximum,0.9559827672976945
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_Mean,0.9952223868940505
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_MeanAbsoluteDeviation,0.9965442498323887
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_Median,0.9945139072908996
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_Minimum,0.9837214973577303
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_Range,0.9825410698821991
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_RobustMeanAbsoluteDeviation,0.9976480447672387
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_RootMeanSquared,0.9952356295986815
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_Skewness,0.994885315420074
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_TotalEnergy,0.9997740792179598
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_Uniformity,0.9795585973535985
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_Variance,0.9953339538905009
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_Autocorrelation,0.9997298525472093
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_ClusterProminence,0.9950222079039787
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_ClusterShade,0.9971680666098822
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_ClusterTendency,0.985697406018973
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_Contrast,0.9926446404916158
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_Correlation,0.9811879468055977
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_DifferenceAverage,0.9927196032137307
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_DifferenceEntropy,0.9939647641036352
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_DifferenceVariance,0.9939528096975333
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_Id,0.9927088930388064
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_Idm,0.9927153869254798
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_Idmn,0.9913274114884199
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_Idn,0.9859210571709104
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_Imc1,0.9930687322180545
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_Imc2,0.9825188383606596
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_InverseVariance,0.9926518007090225
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_JointAverage,0.9998084048096482
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_JointEnergy,0.9924699841593233
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_JointEntropy,0.9914043017978732
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_MaximumProbability,0.9944705035994766
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_SumEntropy,0.9876841488955379
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_SumSquares,0.9900081443484393
non_contrast.nii_log-sigma-1-0-mm-3D_gldm_DependenceEntropy,0.9638173214647642
non_contrast.nii_log-sigma-1-0-mm-3D_gldm_DependenceNonUniformity,0.9998962213604121
non_contrast.nii_log-sigma-1-0-mm-3D_gldm_DependenceNonUniformityNormalized,0.9907454039913905
non_contrast.nii_log-sigma-1-0-mm-3D_gldm_DependenceVariance,0.9877853878620773
non_contrast.nii_log-sigma-1-0-mm-3D_gldm_GrayLevelNonUniformity,0.9997575665705342
non_contrast.nii_log-sigma-1-0-mm-3D_gldm_GrayLevelVariance,0.9868952909836063
non_contrast.nii_log-sigma-1-0-mm-3D_gldm_HighGrayLevelEmphasis,0.9996779374443199
non_contrast.nii_log-sigma-1-0-mm-3D_gldm_LargeDependenceEmphasis,0.986882105438336
non_contrast.nii_log-sigma-1-0-mm-3D_gldm_LargeDependenceHighGrayLevelEmphasis,0.9988286336776006
non_contrast.nii_log-sigma-1-0-mm-3D_gldm_LargeDependenceLowGrayLevelEmphasis,0.9991532203469464
non_contrast.nii_log-sigma-1-0-mm-3D_gldm_LowGrayLevelEmphasis,0.9999155693755969
non_contrast.nii_log-sigma-1-0-mm-3D_gldm_SmallDependenceEmphasis,0.9395707084850957
non_contrast.nii_log-sigma-1-0-mm-3D_gldm_SmallDependenceHighGrayLevelEmphasis,0.9733809927932148
