,ICC123
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_10Percentile,0.9807742665568085
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_90Percentile,0.9913426974751819
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_Energy,0.9992554624008229
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_Entropy,0.9772936622125276
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_InterquartileRange,0.9822210754588904
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_Kurtosis,0.8961827347429129
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_Maximum,0.7933895424994416
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_Mean,0.9669205723784025
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_MeanAbsoluteDeviation,0.9851881871043248
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_Median,0.9575267712475609
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_Minimum,0.8681658890429588
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_Range,0.8478576185959049
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_RobustMeanAbsoluteDeviation,0.9829374076604754
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_RootMeanSquared,0.9667228255278983
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_Skewness,0.942548904344786
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_TotalEnergy,0.9992546432502062
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_Uniformity,0.9785030057249501
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_Variance,0.9845475177394809
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_Autocorrelation,0.9403802263091836
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_ClusterProminence,0.9712704674028729
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_ClusterShade,0.9416788293234855
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_ClusterTendency,0.9778172827342803
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_Contrast,0.9724840831016088
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_Correlation,0.9735977369943727
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_DifferenceAverage,0.9770660208797425
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_DifferenceEntropy,0.9077526320006829
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_DifferenceVariance,0.9054336455983357
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_Id,0.9767183158913894
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_Idm,0.9769847621678198
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_Idmn,0.922170383584256
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_Idn,0.9163194618737427
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_Imc1,0.9726030575452665
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_Imc2,0.972161585498825
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_InverseVariance,0.973784156340952
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_JointAverage,0.9397348398745715
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_JointEnergy,0.9795600434288043
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_JointEntropy,0.9797843298781594
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_MaximumProbability,0.9504160769363913
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_SumEntropy,0.9759838785314501
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_SumSquares,0.9803074516292597
non_contrast.nii_log-sigma-1-0-mm-3D_gldm_DependenceEntropy,0.9209577271272416
non_contrast.nii_log-sigma-1-0-mm-3D_gldm_DependenceNonUniformity,0.9991967138646637
non_contrast.nii_log-sigma-1-0-mm-3D_gldm_DependenceNonUniformityNormalized,0.8686998266941808
non_contrast.nii_log-sigma-1-0-mm-3D_gldm_DependenceVariance,0.8819767828970712
non_contrast.nii_log-sigma-1-0-mm-3D_gldm_GrayLevelNonUniformity,0.9992904108104309
non_contrast.nii_log-sigma-1-0-mm-3D_gldm_GrayLevelVariance,0.981026688518867
non_contrast.nii_log-sigma-1-0-mm-3D_gldm_HighGrayLevelEmphasis,0.9383174769222269
non_contrast.nii_log-sigma-1-0-mm-3D_gldm_LargeDependenceEmphasis,0.9725739418194363
non_contrast.nii_log-sigma-1-0-mm-3D_gldm_LargeDependenceHighGrayLevelEmphasis,0.9491631668937367
non_contrast.nii_log-sigma-1-0-mm-3D_gldm_LargeDependenceLowGrayLevelEmphasis,0.9317335573859579
non_contrast.nii_log-sigma-1-0-mm-3D_gldm_LowGrayLevelEmphasis,0.9370526457775925
non_contrast.nii_log-sigma-1-0-mm-3D_gldm_SmallDependenceEmphasis,0.9734545607140737
non_contrast.nii_log-sigma-1-0-mm-3D_gldm_SmallDependenceHighGrayLevelEmphasis,0.9225989666589937
non_contrast.nii_log-sigma-1-0-mm-3D_gldm_SmallDependenceLowGrayLevelEmphasis,0.9479633402422913
non_contrast.nii_log-sigma-1-0-mm-3D_glrlm_GrayLevelNonUniformity,0.9993799610423681
non_contrast.nii_log-sigma-1-0-mm-3D_glrlm_GrayLevelNonUniformityNormalized,0.9696263165053369
non_contrast.nii_log-sigma-1-0-mm-3D_glrlm_GrayLevelVariance,0.9744230786327105
non_contrast.nii_log-sigma-1-0-mm-3D_glrlm_HighGrayLevelRunEmphasis,0.9346781862182765
non_contrast.nii_log-sigma-1-0-mm-3D_glrlm_LongRunEmphasis,0.969635364037417
non_contrast.nii_log-sigma-1-0-mm-3D_glrlm_LongRunHighGrayLevelEmphasis,0.9582239673032913
non_contrast.nii_log-sigma-1-0-mm-3D_glrlm_LongRunLowGrayLevelEmphasis,0.9202797065583819
non_contrast.nii_log-sigma-1-0-mm-3D_glrlm_LowGrayLevelRunEmphasis,0.9361575754057782
non_contrast.nii_log-sigma-1-0-mm-3D_glrlm_RunEntropy,0.8963875362169667
non_contrast.nii_log-sigma-1-0-mm-3D_glrlm_RunLengthNonUniformity,0.9992907766822753
non_contrast.nii_log-sigma-1-0-mm-3D_glrlm_RunLengthNonUniformityNormalized,0.9816317332216615
non_contrast.nii_log-sigma-1-0-mm-3D_glrlm_RunPercentage,0.9827760162876761
non_contrast.nii_log-sigma-1-0-mm-3D_glrlm_RunVariance,0.9179889060623508
non_contrast.nii_log-sigma-1-0-mm-3D_glrlm_ShortRunEmphasis,0.9767842192832268
non_contrast.nii_log-sigma-1-0-mm-3D_glrlm_ShortRunHighGrayLevelEmphasis,0.9208418478384759
non_contrast.nii_log-sigma-1-0-mm-3D_glrlm_ShortRunLowGrayLevelEmphasis,0.9412159750270671
non_contrast.nii_log-sigma-1-0-mm-3D_glszm_GrayLevelNonUniformity,0.9942963762230075
non_contrast.nii_log-sigma-1-0-mm-3D_glszm_GrayLevelNonUniformityNormalized,0.848844265641487
non_contrast.nii_log-sigma-1-0-mm-3D_glszm_GrayLevelVariance,0.8037940079285038
non_contrast.nii_log-sigma-1-0-mm-3D_glszm_HighGrayLevelZoneEmphasis,0.903385387788628
non_contrast.nii_log-sigma-1-0-mm-3D_glszm_LargeAreaEmphasis,0.9866549698399035
non_contrast.nii_log-sigma-1-0-mm-3D_glszm_LargeAreaHighGrayLevelEmphasis,0.9898279050815768
non_contrast.nii_log-sigma-1-0-mm-3D_glszm_LargeAreaLowGrayLevelEmphasis,0.9434207325103166
non_contrast.nii_log-sigma-1-0-mm-3D_glszm_LowGrayLevelZoneEmphasis,0.9204232309626491
non_contrast.nii_log-sigma-1-0-mm-3D_glszm_SizeZoneNonUniformity,0.905014841048877
non_contrast.nii_log-sigma-1-0-mm-3D_glszm_SizeZoneNonUniformityNormalized,0.8465149718480602
non_contrast.nii_log-sigma-1-0-mm-3D_glszm_SmallAreaEmphasis,0.8485228993514534
non_contrast.nii_log-sigma-1-0-mm-3D_glszm_SmallAreaHighGrayLevelEmphasis,0.7921395006919709
non_contrast.nii_log-sigma-1-0-mm-3D_glszm_SmallAreaLowGrayLevelEmphasis,0.8978453278880286
non_contrast.nii_log-sigma-1-0-mm-3D_glszm_ZoneEntropy,0.9819081224722372
non_contrast.nii_log-sigma-1-0-mm-3D_glszm_ZonePercentage,0.9798030691795598
non_contrast.nii_log-sigma-1-0-mm-3D_glszm_ZoneVariance,0.9856681861044724
non_contrast.nii_log-sigma-2-0-mm-3D_firstorder_10Percentile,0.9921587260580439
non_contrast.nii_log-sigma-2-0-mm-3D_firstorder_90Percentile,0.987135341719818
