,ICC12
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_10Percentile,0.9698434071149246
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_90Percentile,0.980847399723047
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_Energy,0.9988923606637531
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_Entropy,0.9585840330294505
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_InterquartileRange,0.9873933601572119
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_Kurtosis,0.774271720146487
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_Maximum,0.8136459537271414
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_Mean,0.9619010288675338
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_MeanAbsoluteDeviation,0.9777508998913824
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_Median,0.967229380584422
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_Minimum,0.7051258087360205
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_Range,0.6802637929007791
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_RobustMeanAbsoluteDeviation,0.9890586653856545
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_RootMeanSquared,0.9617804927799042
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_Skewness,0.8582808723783373
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_TotalEnergy,0.9988851091773907
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_Uniformity,0.9728012159798827
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_Variance,0.9738001908608669
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_Autocorrelation,0.8750062304250645
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_ClusterProminence,0.974957776111476
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_ClusterShade,0.9513292035630863
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_ClusterTendency,0.9803854201071961
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_Contrast,0.9388378340002537
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_Correlation,0.9584696701082414
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_DifferenceAverage,0.9513165452382865
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_DifferenceEntropy,0.7567733068870449
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_DifferenceVariance,0.7422912780676089
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_Id,0.9501146047840129
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_Idm,0.9509542778569691
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_Idmn,0.8002164055033961
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_Idn,0.7888762228205429
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_Imc1,0.9633228619099977
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_Imc2,0.950868306721456
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_InverseVariance,0.9414981564774788
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_JointAverage,0.8735443241606776
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_JointEnergy,0.9785829507019508
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_JointEntropy,0.9684068084936216
