,ICC13
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_10Percentile,0.9600773499598454
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_90Percentile,0.9916215822279073
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_Energy,0.9983555641249348
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_Entropy,0.969061331781472
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_InterquartileRange,0.95315066797271
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_Kurtosis,0.9108980884601761
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_Maximum,0.6832107167593631
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_Mean,0.9341790396973007
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_MeanAbsoluteDeviation,0.9711604552216675
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_Median,0.9064621753070714
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_Minimum,0.8999007951921817
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_Range,0.8654173421615587
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_RobustMeanAbsoluteDeviation,0.9535861672951242
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_RootMeanSquared,0.9337411413847361
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_Skewness,0.9662503619491855
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_TotalEnergy,0.9983582026744251
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_Uniformity,0.9648238402342166
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_Variance,0.9741491586724266
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_Autocorrelation,0.8713990120629025
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_ClusterProminence,0.9417297708223364
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_ClusterShade,0.9082687093786703
