Unnamed: 0,ICC12,ICC23,ICC13,ICC123
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_10Percentile,0.9992180937239856,0.9945707950360756,0.9942638598435608,0.9973162115502596
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_90Percentile,0.9982827071763046,0.9985272417972842,0.99493655176981,0.9981644309311938
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_Energy,0.9999751055059372,0.9999347736813108,0.9999303012762998,0.99996441648706
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_Entropy,0.9972841521476168,0.9950463229869054,0.9951875760988336,0.9972192496491512
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_InterquartileRange,0.9992766618790848,0.9987836571285612,0.9982508112116426,0.9991787775617368
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_Kurtosis,0.9990853924625896,0.997013245402678,0.9958062554640099,0.9982059504096066
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_Maximum,0.986941966070576,0.9797462481052249,0.9404079108276462,0.9792575863026601
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_Mean,0.9992827278095132,0.996285226252971,0.9961301704623944,0.9981475673823216
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_MeanAbsoluteDeviation,0.9994054213140632,0.9978082634991964,0.9973642681008272,0.998789457204716
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_Median,0.9982337203851962,0.996927130291228,0.9977525640849946,0.998425533696342
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_Minimum,1.0,0.9989862903060164,0.9989862903060164,0.9995509827416936
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_Range,0.9952825433819438,0.9908760020043328,0.9764980977237532,0.9917360740651028
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_RobustMeanAbsoluteDeviation,0.9993639324201292,0.997715872217588,0.9971600533918392,0.9987148666510016
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_RootMeanSquared,0.9992770570014834,0.9962802856595204,0.9961217698556332,0.9981434414716328
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_Skewness,0.9957637553230684,0.9930700531718551,0.9845846452545344,0.994047361219244
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_TotalEnergy,0.9999751055059372,0.9999347736813108,0.9999303012762998,0.99996441648706
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_Uniformity,0.9981701152440784,0.9984091711722552,0.9993143026386679,0.9990860098899766
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_Variance,0.999024744240683,0.9971031068924318,0.9960993606872006,0.998263224588992
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_Autocorrelation,0.9999856119048626,0.999969212674764,0.999972987153644,0.9999839625815484
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_ClusterProminence,0.9978423941273812,0.992143657453872,0.9909197909479772,0.9957191449120828
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_ClusterShade,0.9949693478468756,0.995151928270503,0.9951056844783994,0.9967126203022224
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_ClusterTendency,0.9961531437595722,0.9955006395527428,0.9938879184276284,0.9967809230493831
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_Contrast,0.9967462330994796,0.9971949114970212,0.9980503823092716,0.998217606425094
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_Correlation,0.998326660128558,0.9977153399985088,0.9964149402906172,0.9983196674470394
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_DifferenceAverage,0.9970719044676613,0.997556902251848,0.9984200653809762,0.99845378907108
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_DifferenceEntropy,0.9957704055447336,0.9962920656301899,0.9961313975549868,0.9973696182050966
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_DifferenceVariance,0.99595496059671,0.9964665509769138,0.9963517245552278,0.9974989415795998
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_Id,0.9971765138664904,0.9976605240702884,0.9985172398065238,0.9985220516051352
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_Idm,0.9971350391196028,0.9976210195619784,0.9984804583126408,0.998495730008666
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_Idmn,0.9927356333869509,0.9977615711678574,0.9906381324595286,0.9958167911942414
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_Idn,0.9921382438541724,0.9957206783921808,0.9883413321811284,0.9947265017994013
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_Imc1,0.9984380941905584,0.9968277353446748,0.995479239260164,0.9979325233312084
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_Imc2,0.9986737111059484,0.9972645167588676,0.9960446462792386,0.9982115328814578
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_InverseVariance,0.9973412451608158,0.9978112876558798,0.998649570452224,0.9986221562712244
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_JointAverage,0.9999782890368876,0.999947986540855,0.9999575251048076,0.9999741820458912
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_JointEnergy,0.9973325637369151,0.9985389615268836,0.9987344955136632,0.9987977646370616
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_JointEntropy,0.9957715025231708,0.9952832016757144,0.9949230679688807,0.9968799392741818
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_MaximumProbability,0.9977995962105212,0.9975600612950524,0.99827841007255,0.9985877204711944
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_SumEntropy,0.9964053299690624,0.9952494177683056,0.9944897526276936,0.9969150201783338
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_SumSquares,0.995119094336322,0.9951903582371534,0.9944028130431446,0.9965970306944268
non_contrast.nii_log-sigma-1-0-mm-3D_gldm_DependenceEntropy,0.9982737525721463,0.9987368246245302,0.9971629694264073,0.9987010140698388
non_contrast.nii_log-sigma-1-0-mm-3D_gldm_DependenceNonUniformity,0.9999854072096634,0.9999631903321726,0.9999620878443746,0.9999801255484329
non_contrast.nii_log-sigma-1-0-mm-3D_gldm_DependenceNonUniformityNormalized,0.996951794613718,0.998213109372722,0.9984215928196998,0.9985745833142364
non_contrast.nii_log-sigma-1-0-mm-3D_gldm_DependenceVariance,0.994991591835324,0.9980303544248668,0.9970219195871648,0.9977708071827168
non_contrast.nii_log-sigma-1-0-mm-3D_gldm_GrayLevelNonUniformity,0.9999730955066352,0.9999296875136638,0.9999236808104024,0.9999613589006144
non_contrast.nii_log-sigma-1-0-mm-3D_gldm_GrayLevelVariance,0.9961665132117894,0.99442623634483,0.9943746790983712,0.9966542959536382
non_contrast.nii_log-sigma-1-0-mm-3D_gldm_HighGrayLevelEmphasis,0.9999909613036994,0.9999698068307744,0.99997149038427,0.9999849506094576
non_contrast.nii_log-sigma-1-0-mm-3D_gldm_LargeDependenceEmphasis,0.9945492999287384,0.9967618600715232,0.994511644448116,0.9968399013727492
non_contrast.nii_log-sigma-1-0-mm-3D_gldm_LargeDependenceHighGrayLevelEmphasis,0.9999599935599646,0.9999763311855252,0.9999775660554802,0.9999808731043256
non_contrast.nii_log-sigma-1-0-mm-3D_gldm_LargeDependenceLowGrayLevelEmphasis,0.9995888834405268,0.9994122546241584,0.9993473075731252,0.999632170089618
non_contrast.nii_log-sigma-1-0-mm-3D_gldm_LowGrayLevelEmphasis,0.9999886180320572,0.9999064801507084,0.9999100986016314,0.9999567119947148
non_contrast.nii_log-sigma-1-0-mm-3D_gldm_SmallDependenceEmphasis,0.9914306907258948,0.9968281454934116,0.9905067133219182,0.9951857697035832
non_contrast.nii_log-sigma-1-0-mm-3D_gldm_SmallDependenceHighGrayLevelEmphasis,0.99894637002096,0.9994544868945788,0.9990891346014498,0.9994429289145154
non_contrast.nii_log-sigma-1-0-mm-3D_gldm_SmallDependenceLowGrayLevelEmphasis,0.998912144500306,0.9960845474315076,0.995117430048746,0.9978487657477628
non_contrast.nii_log-sigma-1-0-mm-3D_glrlm_GrayLevelNonUniformity,0.999982340410328,0.9999604123624322,0.9999614504682988,0.9999786864909176
non_contrast.nii_log-sigma-1-0-mm-3D_glrlm_GrayLevelNonUniformityNormalized,0.9966270011132142,0.9929624303294128,0.9904901229120592,0.995533961772772
non_contrast.nii_log-sigma-1-0-mm-3D_glrlm_GrayLevelVariance,0.99842272345185,0.9924044436290056,0.9914419239703886,0.9960002013698621
non_contrast.nii_log-sigma-1-0-mm-3D_glrlm_HighGrayLevelRunEmphasis,0.9999899764815632,0.9999810907277606,0.9999611068312896,0.9999849271925224
non_contrast.nii_log-sigma-1-0-mm-3D_glrlm_LongRunEmphasis,0.995585380359694,0.9984931199168622,0.995658706472484,0.9977229271396733
non_contrast.nii_log-sigma-1-0-mm-3D_glrlm_LongRunHighGrayLevelEmphasis,0.9996623951542444,0.9999267946848938,0.9996666102248248,0.9998347987288652
non_contrast.nii_log-sigma-1-0-mm-3D_glrlm_LongRunLowGrayLevelEmphasis,0.9980435670368484,0.9989196586540054,0.997962960467784,0.9988724645194441
non_contrast.nii_log-sigma-1-0-mm-3D_glrlm_LowGrayLevelRunEmphasis,0.9999681265207604,0.99983611524318,0.9998090585771428,0.9999141514443932
non_contrast.nii_log-sigma-1-0-mm-3D_glrlm_RunEntropy,0.9972603945784,0.9958144525967448,0.99185720853674,0.9966484124753088
non_contrast.nii_log-sigma-1-0-mm-3D_glrlm_RunLengthNonUniformity,0.9999847459520907,0.9999729522711972,0.9999774317189014,0.9999855769252702
non_contrast.nii_log-sigma-1-0-mm-3D_glrlm_RunLengthNonUniformityNormalized,0.998208759597364,0.9981134303011848,0.9966198964945115,0.9984353425671659
non_contrast.nii_log-sigma-1-0-mm-3D_glrlm_RunPercentage,0.9963179028250644,0.9976260242317438,0.995503594512944,0.99765258035863
non_contrast.nii_log-sigma-1-0-mm-3D_glrlm_RunVariance,0.9925356573663152,0.9972675362686368,0.9934088329119076,0.9962675675835476
non_contrast.nii_log-sigma-1-0-mm-3D_glrlm_ShortRunEmphasis,0.9985415788895377,0.999170341581902,0.9978159649863144,0.9990055455148341
non_contrast.nii_log-sigma-1-0-mm-3D_glrlm_ShortRunHighGrayLevelEmphasis,0.9999013446387726,0.9999352658371504,0.9998343439182682,0.9999268925820806
non_contrast.nii_log-sigma-1-0-mm-3D_glrlm_ShortRunLowGrayLevelEmphasis,0.9998982029683507,0.9996079004654478,0.9995706320194168,0.99979574124921
non_contrast.nii_log-sigma-1-0-mm-3D_glszm_GrayLevelNonUniformity,0.9992376999725756,0.9984272929020398,0.9972486158854019,0.9988610917235484
non_contrast.nii_log-sigma-1-0-mm-3D_glszm_GrayLevelNonUniformityNormalized,0.9650465119927408,0.9877839301776241,0.9428412957792688,0.9769817818012676
non_contrast.nii_log-sigma-1-0-mm-3D_glszm_GrayLevelVariance,0.9891333585627592,0.9948109932959828,0.9760076735374512,0.9911080470154604
non_contrast.nii_log-sigma-1-0-mm-3D_glszm_HighGrayLevelZoneEmphasis,0.9988072230409741,0.9976834364900864,0.9962537924571636,0.9983929423229552
non_contrast.nii_log-sigma-1-0-mm-3D_glszm_LargeAreaEmphasis,0.9999842971381564,0.9997582231263232,0.9997409367938492,0.9998862054771254
non_contrast.nii_log-sigma-1-0-mm-3D_glszm_LargeAreaHighGrayLevelEmphasis,0.9999848488313025,0.9997127344162686,0.9996954362560598,0.9998663640854673
non_contrast.nii_log-sigma-1-0-mm-3D_glszm_LargeAreaLowGrayLevelEmphasis,0.9999839821014976,0.9998033610952171,0.9997865013514914,0.9999060237557346
non_contrast.nii_log-sigma-1-0-mm-3D_glszm_LowGrayLevelZoneEmphasis,0.9988211827206102,0.9940453449912412,0.9948582863147828,0.9973094063658026
non_contrast.nii_log-sigma-1-0-mm-3D_glszm_SizeZoneNonUniformity,0.997160500424186,0.9990023448619736,0.997035790872562,0.9984919740996852
non_contrast.nii_log-sigma-1-0-mm-3D_glszm_SizeZoneNonUniformityNormalized,0.9641561907534496,0.953563151722345,0.9384737692239856,0.9668723803446913
non_contrast.nii_log-sigma-1-0-mm-3D_glszm_SmallAreaEmphasis,0.9781091598539332,0.994083819220649,0.9787477695509076,0.9889818520690308
non_contrast.nii_log-sigma-1-0-mm-3D_glszm_SmallAreaHighGrayLevelEmphasis,0.991351847174633,0.9957423463719272,0.9899700511608266,0.9949214179182548
non_contrast.nii_log-sigma-1-0-mm-3D_glszm_SmallAreaLowGrayLevelEmphasis,0.9941055385214193,0.9955959778539168,0.9913788786201944,0.9957703263687252
non_contrast.nii_log-sigma-1-0-mm-3D_glszm_ZoneEntropy,0.9945792910627496,0.991947757753991,0.9900942524154877,0.9947534448200992
non_contrast.nii_log-sigma-1-0-mm-3D_glszm_ZonePercentage,0.9918973451177456,0.9954095102586692,0.991851327326942,0.9953120958124658
non_contrast.nii_log-sigma-1-0-mm-3D_glszm_ZoneVariance,0.9999850526400648,0.9997712002774194,0.9997549044719743,0.9998922835598092
non_contrast.nii_log-sigma-2-0-mm-3D_firstorder_10Percentile,0.9996622997250068,0.9998192982472316,0.9995035667528342,0.9997746879486332
non_contrast.nii_log-sigma-2-0-mm-3D_firstorder_90Percentile,0.9857034367855247,0.9990933864643562,0.9839098570581264,0.9931057173142854
non_contrast.nii_log-sigma-2-0-mm-3D_firstorder_Energy,0.9999752412650408,0.9999353251440328,0.999931140836254,0.999964757017196
non_contrast.nii_log-sigma-2-0-mm-3D_firstorder_Entropy,0.9985257004141356,0.9992522898255148,0.9978914647132756,0.9990445254924544
non_contrast.nii_log-sigma-2-0-mm-3D_firstorder_InterquartileRange,0.9995435412194568,0.9994135049072614,0.9989546971616406,0.9995347037816292
non_contrast.nii_log-sigma-2-0-mm-3D_firstorder_Kurtosis,0.9997181646156624,0.995646421637158,0.9953904020134398,0.9979383365839894
non_contrast.nii_log-sigma-2-0-mm-3D_firstorder_Maximum,0.9993921884512424,0.9991115722233064,0.9983539623553576,0.9993026728868508
non_contrast.nii_log-sigma-2-0-mm-3D_firstorder_Mean,0.9992702936132964,0.9993384349167762,0.9988315865229352,0.9994306709995188
non_contrast.nii_log-sigma-2-0-mm-3D_firstorder_MeanAbsoluteDeviation,0.9995489671169462,0.9997169651203895,0.99923600304541,0.9996672949974588
non_contrast.nii_log-sigma-2-0-mm-3D_firstorder_Median,0.9976645187531388,0.9980438465375222,0.9981990865217908,0.998645297085048
non_contrast.nii_log-sigma-2-0-mm-3D_firstorder_Minimum,0.9985197815956772,0.9774717193626458,0.9767649228816218,0.9889992827474458
non_contrast.nii_log-sigma-2-0-mm-3D_firstorder_Range,0.9991471295004244,0.9940040001717092,0.993277372817606,0.9969651777657472
non_contrast.nii_log-sigma-2-0-mm-3D_firstorder_RobustMeanAbsoluteDeviation,0.9995048407682724,0.999625130504359,0.9991332301542912,0.999613769139667
non_contrast.nii_log-sigma-2-0-mm-3D_firstorder_RootMeanSquared,0.999258949238952,0.9993314603463146,0.9988153884467984,0.9994229919457572
non_contrast.nii_log-sigma-2-0-mm-3D_firstorder_Skewness,0.9994317113970445,0.9983140844517148,0.9978163618646576,0.9990096616257149
non_contrast.nii_log-sigma-2-0-mm-3D_firstorder_TotalEnergy,0.9999752412650408,0.9999353251440328,0.999931140836254,0.999964757017196
non_contrast.nii_log-sigma-2-0-mm-3D_firstorder_Uniformity,0.996395401357833,0.9989778419979028,0.9957594583880196,0.9980628914440428
non_contrast.nii_log-sigma-2-0-mm-3D_firstorder_Variance,0.999507351697108,0.9997100691536333,0.9991299728301668,0.99963343273883
non_contrast.nii_log-sigma-2-0-mm-3D_glcm_Autocorrelation,0.999985715768028,0.9718099048367604,0.9718273588461548,0.9866371256667268
non_contrast.nii_log-sigma-2-0-mm-3D_glcm_ClusterProminence,0.9990187306758512,0.9996024236094602,0.9986056416901136,0.9993826276794128
non_contrast.nii_log-sigma-2-0-mm-3D_glcm_ClusterShade,0.998709682979922,0.9948657171272024,0.9914424583931593,0.9967476843269468
non_contrast.nii_log-sigma-2-0-mm-3D_glcm_ClusterTendency,0.9987236606777996,0.9991590301367924,0.9987233336156268,0.9992472160638324
non_contrast.nii_log-sigma-2-0-mm-3D_glcm_Contrast,0.9946032375145464,0.9944913677776248,0.9850454972443936,0.9943205460202232
non_contrast.nii_log-sigma-2-0-mm-3D_glcm_Correlation,0.9992168914048424,0.9993095454742891,0.9986475880872848,0.9993701217060241
non_contrast.nii_log-sigma-2-0-mm-3D_glcm_DifferenceAverage,0.994287911463328,0.9946094380811996,0.9849092206028079,0.9942532456057158
non_contrast.nii_log-sigma-2-0-mm-3D_glcm_DifferenceEntropy,0.9925760395738368,0.9953899922246996,0.9840506042499296,0.993906143440239
non_contrast.nii_log-sigma-2-0-mm-3D_glcm_DifferenceVariance,0.9938701134798918,0.9950369175481464,0.9849015371839046,0.9942677930300072
non_contrast.nii_log-sigma-2-0-mm-3D_glcm_Id,0.9941875382827629,0.9946548699414498,0.9848811446171598,0.9942369966023163
non_contrast.nii_log-sigma-2-0-mm-3D_glcm_Idm,0.9942263674424412,0.9946355151070168,0.9848886485770374,0.9942421430880212
non_contrast.nii_log-sigma-2-0-mm-3D_glcm_Idmn,0.9996762778477408,0.9992039319124624,0.9985112073954536,0.9994168056093652
non_contrast.nii_log-sigma-2-0-mm-3D_glcm_Idn,0.9987476682595292,0.9978440216466512,0.9955992085050872,0.9982561695797924
non_contrast.nii_log-sigma-2-0-mm-3D_glcm_Imc1,0.99880954501276,0.9980738783847988,0.9958362039411516,0.9983830843550068
non_contrast.nii_log-sigma-2-0-mm-3D_glcm_Imc2,0.9995425764316146,0.9995207879852486,0.9993544361765968,0.9996484207170095
non_contrast.nii_log-sigma-2-0-mm-3D_glcm_InverseVariance,0.9940295285456532,0.9947340496774808,0.9848519757454068,0.9942164834798504
non_contrast.nii_log-sigma-2-0-mm-3D_glcm_JointAverage,0.9999758582806352,0.9870185691085892,0.9870163356628217,0.993987147039484
non_contrast.nii_log-sigma-2-0-mm-3D_glcm_JointEnergy,0.9971405260765276,0.9985044235609196,0.9957642446744426,0.9981137068898146
non_contrast.nii_log-sigma-2-0-mm-3D_glcm_JointEntropy,0.998329652837814,0.9984927697090524,0.9966081676948426,0.9985472505425064
non_contrast.nii_log-sigma-2-0-mm-3D_glcm_MaximumProbability,0.9978824135640924,0.996140873319855,0.9941023020642789,0.9973548197085278
non_contrast.nii_log-sigma-2-0-mm-3D_glcm_SumEntropy,0.9985551903315392,0.9987233236025496,0.9972479804126764,0.9987887866487652
non_contrast.nii_log-sigma-2-0-mm-3D_glcm_SumSquares,0.9986304357903006,0.999008769667742,0.9984605417651058,0.9991352371110592
non_contrast.nii_log-sigma-2-0-mm-3D_gldm_DependenceEntropy,0.9992365331989408,0.9986432350825684,0.9979087815560956,0.9990633506681668
non_contrast.nii_log-sigma-2-0-mm-3D_gldm_DependenceNonUniformity,0.9999242632398776,0.99979509840083,0.9997529460742084,0.9998822398816392
non_contrast.nii_log-sigma-2-0-mm-3D_gldm_DependenceNonUniformityNormalized,0.99960717872915,0.9983211408173884,0.9980150841740372,0.9990942296269902
non_contrast.nii_log-sigma-2-0-mm-3D_gldm_DependenceVariance,0.9969238974172088,0.9991806604611794,0.9967523876194012,0.9983863477112233
non_contrast.nii_log-sigma-2-0-mm-3D_gldm_GrayLevelNonUniformity,0.9999755367590248,0.9999285697695116,0.9999186238492168,0.9999605139370936
non_contrast.nii_log-sigma-2-0-mm-3D_gldm_GrayLevelVariance,0.9985909937239128,0.9993343018315392,0.9984643816565352,0.9992016640154554
non_contrast.nii_log-sigma-2-0-mm-3D_gldm_HighGrayLevelEmphasis,0.9999809720559296,0.9716905675233068,0.9716795992383871,0.9865680816220534
non_contrast.nii_log-sigma-2-0-mm-3D_gldm_LargeDependenceEmphasis,0.9986514950953322,0.9990002203659588,0.9979408369432842,0.9990233153904248
non_contrast.nii_log-sigma-2-0-mm-3D_gldm_LargeDependenceHighGrayLevelEmphasis,0.9999798720972091,0.9720874666326876,0.9721190596854732,0.9867649045711836
non_contrast.nii_log-sigma-2-0-mm-3D_gldm_LargeDependenceLowGrayLevelEmphasis,0.9998368541410242,0.9976025565581329,0.9976079187875064,0.9988781440545118
non_contrast.nii_log-sigma-2-0-mm-3D_gldm_LowGrayLevelEmphasis,0.9998329230417023,0.9991476503625762,0.9989222972314956,0.9995291984114656
non_contrast.nii_log-sigma-2-0-mm-3D_gldm_SmallDependenceEmphasis,0.9904394682618509,0.9890584404813196,0.9850077619335488,0.9920679391828684
non_contrast.nii_log-sigma-2-0-mm-3D_gldm_SmallDependenceHighGrayLevelEmphasis,0.9971126522239764,0.9798456051351612,0.978220336823173,0.9896912981445579
non_contrast.nii_log-sigma-2-0-mm-3D_gldm_SmallDependenceLowGrayLevelEmphasis,0.9993510118216321,0.9899771425630938,0.9919078307967436,0.9959550372937068
non_contrast.nii_log-sigma-2-0-mm-3D_glrlm_GrayLevelNonUniformity,0.9999882885507532,0.9999739149741651,0.9999761145085516,0.9999862847161416
non_contrast.nii_log-sigma-2-0-mm-3D_glrlm_GrayLevelNonUniformityNormalized,0.997636177395181,0.9980246510177828,0.9952057581395868,0.9979821467767858
