,ICC12
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_10Percentile,0.9992180937239855
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_90Percentile,0.9982827071763046
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_Energy,0.9999751055059373
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_Entropy,0.9972841521476168
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_InterquartileRange,0.9992766618790849
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_Kurtosis,0.9990853924625895
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_Maximum,0.9869419660705759
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_Mean,0.9992827278095132
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_MeanAbsoluteDeviation,0.9994054213140631
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_Median,0.9982337203851962
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_Minimum,1.0
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_Range,0.9952825433819438
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_RobustMeanAbsoluteDeviation,0.9993639324201291
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_RootMeanSquared,0.9992770570014834
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_Skewness,0.9957637553230684
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_TotalEnergy,0.9999751055059373
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_Uniformity,0.9981701152440785
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_Variance,0.999024744240683
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_Autocorrelation,0.9999856119048626
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_ClusterProminence,0.9978423941273811
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_ClusterShade,0.9949693478468755
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_ClusterTendency,0.9961531437595722
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_Contrast,0.9967462330994795
