,ICC13
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_10Percentile,0.9942638598435607
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_90Percentile,0.9949365517698101
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_Energy,0.9999303012762998
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_Entropy,0.9951875760988336
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_InterquartileRange,0.9982508112116426
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_Kurtosis,0.99580625546401
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_Maximum,0.9404079108276462
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_Mean,0.9961301704623945
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_MeanAbsoluteDeviation,0.9973642681008272
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_Median,0.9977525640849946
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_Minimum,0.9989862903060164
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_Range,0.9764980977237533
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_RobustMeanAbsoluteDeviation,0.9971600533918391
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_RootMeanSquared,0.9961217698556333
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_Skewness,0.9845846452545345
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_TotalEnergy,0.9999303012762998
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_Uniformity,0.999314302638668
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_Variance,0.9960993606872006
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_Autocorrelation,0.9999729871536439
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_ClusterProminence,0.9909197909479772
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_ClusterShade,0.9951056844783994
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_ClusterTendency,0.9938879184276284
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_Contrast,0.9980503823092717
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_Correlation,0.9964149402906171
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_DifferenceAverage,0.9984200653809762
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_DifferenceEntropy,0.9961313975549868
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_DifferenceVariance,0.9963517245552278
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_Id,0.9985172398065238
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_Idm,0.9984804583126408
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_Idmn,0.9906381324595286
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_Idn,0.9883413321811283
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_Imc1,0.995479239260164
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_Imc2,0.9960446462792386
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_InverseVariance,0.9986495704522241
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_JointAverage,0.9999575251048075
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_JointEnergy,0.9987344955136633
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_JointEntropy,0.9949230679688807
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_MaximumProbability,0.9982784100725501
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_SumEntropy,0.9944897526276937
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_SumSquares,0.9944028130431446
non_contrast.nii_log-sigma-1-0-mm-3D_gldm_DependenceEntropy,0.9971629694264071
non_contrast.nii_log-sigma-1-0-mm-3D_gldm_DependenceNonUniformity,0.9999620878443746
non_contrast.nii_log-sigma-1-0-mm-3D_gldm_DependenceNonUniformityNormalized,0.9984215928196998
non_contrast.nii_log-sigma-1-0-mm-3D_gldm_DependenceVariance,0.9970219195871649
non_contrast.nii_log-sigma-1-0-mm-3D_gldm_GrayLevelNonUniformity,0.9999236808104023
non_contrast.nii_log-sigma-1-0-mm-3D_gldm_GrayLevelVariance,0.9943746790983711
non_contrast.nii_log-sigma-1-0-mm-3D_gldm_HighGrayLevelEmphasis,0.9999714903842699
non_contrast.nii_log-sigma-1-0-mm-3D_gldm_LargeDependenceEmphasis,0.9945116444481161
non_contrast.nii_log-sigma-1-0-mm-3D_gldm_LargeDependenceHighGrayLevelEmphasis,0.9999775660554802
non_contrast.nii_log-sigma-1-0-mm-3D_gldm_LargeDependenceLowGrayLevelEmphasis,0.9993473075731253
non_contrast.nii_log-sigma-1-0-mm-3D_gldm_LowGrayLevelEmphasis,0.9999100986016314
non_contrast.nii_log-sigma-1-0-mm-3D_gldm_SmallDependenceEmphasis,0.9905067133219182
non_contrast.nii_log-sigma-1-0-mm-3D_gldm_SmallDependenceHighGrayLevelEmphasis,0.9990891346014498
non_contrast.nii_log-sigma-1-0-mm-3D_gldm_SmallDependenceLowGrayLevelEmphasis,0.9951174300487459
non_contrast.nii_log-sigma-1-0-mm-3D_glrlm_GrayLevelNonUniformity,0.9999614504682989
non_contrast.nii_log-sigma-1-0-mm-3D_glrlm_GrayLevelNonUniformityNormalized,0.9904901229120593
non_contrast.nii_log-sigma-1-0-mm-3D_glrlm_GrayLevelVariance,0.9914419239703886
non_contrast.nii_log-sigma-1-0-mm-3D_glrlm_HighGrayLevelRunEmphasis,0.9999611068312895
non_contrast.nii_log-sigma-1-0-mm-3D_glrlm_LongRunEmphasis,0.9956587064724839
non_contrast.nii_log-sigma-1-0-mm-3D_glrlm_LongRunHighGrayLevelEmphasis,0.9996666102248247
non_contrast.nii_log-sigma-1-0-mm-3D_glrlm_LongRunLowGrayLevelEmphasis,0.9979629604677841
non_contrast.nii_log-sigma-1-0-mm-3D_glrlm_LowGrayLevelRunEmphasis,0.9998090585771429
non_contrast.nii_log-sigma-1-0-mm-3D_glrlm_RunEntropy,0.99185720853674
non_contrast.nii_log-sigma-1-0-mm-3D_glrlm_RunLengthNonUniformity,0.9999774317189014
non_contrast.nii_log-sigma-1-0-mm-3D_glrlm_RunLengthNonUniformityNormalized,0.9966198964945117
non_contrast.nii_log-sigma-1-0-mm-3D_glrlm_RunPercentage,0.9955035945129439
non_contrast.nii_log-sigma-1-0-mm-3D_glrlm_RunVariance,0.9934088329119077
non_contrast.nii_log-sigma-1-0-mm-3D_glrlm_ShortRunEmphasis,0.9978159649863145
non_contrast.nii_log-sigma-1-0-mm-3D_glrlm_ShortRunHighGrayLevelEmphasis,0.9998343439182682
non_contrast.nii_log-sigma-1-0-mm-3D_glrlm_ShortRunLowGrayLevelEmphasis,0.9995706320194169
non_contrast.nii_log-sigma-1-0-mm-3D_glszm_GrayLevelNonUniformity,0.997248615885402
