,ICC23
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_10Percentile,0.9945707950360755
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_90Percentile,0.9985272417972842
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_Energy,0.9999347736813108
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_Entropy,0.9950463229869054
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_InterquartileRange,0.9987836571285612
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_Kurtosis,0.9970132454026779
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_Maximum,0.979746248105225
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_Mean,0.996285226252971
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_MeanAbsoluteDeviation,0.9978082634991964
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_Median,0.9969271302912281
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_Minimum,0.9989862903060164
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_Range,0.9908760020043328
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_RobustMeanAbsoluteDeviation,0.997715872217588
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_RootMeanSquared,0.9962802856595205
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_Skewness,0.9930700531718551
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_TotalEnergy,0.9999347736813108
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_Uniformity,0.9984091711722552
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_Variance,0.9971031068924318
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_Autocorrelation,0.9999692126747639
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_ClusterProminence,0.9921436574538719
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_ClusterShade,0.995151928270503
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_ClusterTendency,0.9955006395527427
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_Contrast,0.9971949114970212
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_Correlation,0.9977153399985088
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_DifferenceAverage,0.997556902251848
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_DifferenceEntropy,0.99629206563019
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_DifferenceVariance,0.9964665509769138
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_Id,0.9976605240702884
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_Idm,0.9976210195619784
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_Idmn,0.9977615711678574
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_Idn,0.9957206783921807
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_Imc1,0.9968277353446747
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_Imc2,0.9972645167588676
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_InverseVariance,0.9978112876558798
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_JointAverage,0.999947986540855
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_JointEnergy,0.9985389615268835
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_JointEntropy,0.9952832016757144
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_MaximumProbability,0.9975600612950524
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_SumEntropy,0.9952494177683056
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_SumSquares,0.9951903582371534
non_contrast.nii_log-sigma-1-0-mm-3D_gldm_DependenceEntropy,0.9987368246245302
non_contrast.nii_log-sigma-1-0-mm-3D_gldm_DependenceNonUniformity,0.9999631903321726
non_contrast.nii_log-sigma-1-0-mm-3D_gldm_DependenceNonUniformityNormalized,0.9982131093727221
non_contrast.nii_log-sigma-1-0-mm-3D_gldm_DependenceVariance,0.9980303544248668
non_contrast.nii_log-sigma-1-0-mm-3D_gldm_GrayLevelNonUniformity,0.9999296875136638
non_contrast.nii_log-sigma-1-0-mm-3D_gldm_GrayLevelVariance,0.99442623634483
non_contrast.nii_log-sigma-1-0-mm-3D_gldm_HighGrayLevelEmphasis,0.9999698068307743
non_contrast.nii_log-sigma-1-0-mm-3D_gldm_LargeDependenceEmphasis,0.9967618600715231
non_contrast.nii_log-sigma-1-0-mm-3D_gldm_LargeDependenceHighGrayLevelEmphasis,0.9999763311855252
non_contrast.nii_log-sigma-1-0-mm-3D_gldm_LargeDependenceLowGrayLevelEmphasis,0.9994122546241585
non_contrast.nii_log-sigma-1-0-mm-3D_gldm_LowGrayLevelEmphasis,0.9999064801507083
non_contrast.nii_log-sigma-1-0-mm-3D_gldm_SmallDependenceEmphasis,0.9968281454934115
non_contrast.nii_log-sigma-1-0-mm-3D_gldm_SmallDependenceHighGrayLevelEmphasis,0.9994544868945787
non_contrast.nii_log-sigma-1-0-mm-3D_gldm_SmallDependenceLowGrayLevelEmphasis,0.9960845474315076
