,ICC123
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_10Percentile,0.9935760692614236
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_90Percentile,0.9902063767971827
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_Energy,0.9997147955275489
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_Entropy,0.9731700073865225
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_InterquartileRange,0.993425607068276
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_Kurtosis,0.986443517856536
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_Maximum,0.9658244095280611
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_Mean,0.9920554676131977
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_MeanAbsoluteDeviation,0.994078675967768
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_Median,0.9887489527781316
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_Minimum,0.9913347964753086
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_Range,0.987259512392493
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_RobustMeanAbsoluteDeviation,0.9949368668044887
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_RootMeanSquared,0.9920496196973718
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_Skewness,0.9871501567382227
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_TotalEnergy,0.9997147955275489
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_Uniformity,0.963360281452472
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_Variance,0.9919112177352144
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_Autocorrelation,0.9788294660106994
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_ClusterProminence,0.9755511058209513
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_ClusterShade,0.9737529653186683
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_ClusterTendency,0.9699833391487918
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_Contrast,0.990060296690321
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_Correlation,0.9909984468312112
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_DifferenceAverage,0.9913762852936945
