,ICC23
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_10Percentile,0.994180548360479
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_90Percentile,0.9986338769754598
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_Energy,0.9999177919675727
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_Entropy,0.9887524736185067
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_InterquartileRange,0.9876302627773826
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_Kurtosis,0.9997182994751108
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_Maximum,0.9692635849965207
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_Mean,0.9912124611590413
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_MeanAbsoluteDeviation,0.9957105499544264
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_Median,0.9807821534285134
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_Minimum,0.9994168446944144
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_Range,0.9962687023939649
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_RobustMeanAbsoluteDeviation,0.9931300625641235
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_RootMeanSquared,0.9912006309596554
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_Skewness,0.9866396580466352
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_TotalEnergy,0.9999177919675727
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_Uniformity,0.9584650763455639
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_Variance,0.9947733267384857
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_Autocorrelation,0.9999905972201102
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_ClusterProminence,0.9667698612658454
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_ClusterShade,0.9786449772292429
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_ClusterTendency,0.9624736271113977
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_Contrast,0.9974678131007495
