,ICC13
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_10Percentile,0.9867642452538259
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_90Percentile,0.9778563587629743
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_Energy,0.999241497855148
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_Entropy,0.9630522192469808
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_InterquartileRange,0.9884294129484169
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_Kurtosis,0.9714611383178748
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_Maximum,0.9239941449204659
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_Mean,0.9839417960252718
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_MeanAbsoluteDeviation,0.9885102607674987
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_Median,0.9814092880270712
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_Minimum,0.9816184848200167
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_Range,0.9727199146166914
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_RobustMeanAbsoluteDeviation,0.9908974833506176
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_RootMeanSquared,0.9839176878468626
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_Skewness,0.980170122753158
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_TotalEnergy,0.999241497855148
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_Uniformity,0.958083806484066
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_Variance,0.9847477420154265
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_Autocorrelation,0.9557958744540084
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_ClusterProminence,0.9792020302358784
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_ClusterShade,0.9695468714841596
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_ClusterTendency,0.9817338876623386
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_Contrast,0.9817267092108344
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_Correlation,0.9888580563005676
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_DifferenceAverage,0.9847427977063347
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_DifferenceEntropy,0.9716118086246485
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_DifferenceVariance,0.9706339954044992
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_Id,0.985411369327203
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_Idm,0.9851578941569622
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_Idmn,0.9547671709854615
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_Idn,0.953493388327065
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_Imc1,0.9891196683043272
