,ICC12
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_10Percentile,0.9905243445399277
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_90Percentile,0.9798269443822499
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_Energy,0.9995466760175084
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_Entropy,0.9332516513171774
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_InterquartileRange,0.9942058948949392
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_Kurtosis,0.971850321257948
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_Maximum,0.9552348646936234
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_Mean,0.9894549564345189
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_MeanAbsoluteDeviation,0.9894094554648333
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_Median,0.9870447941170308
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_Minimum,0.9815383668391353
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_Range,0.9753576596827195
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_RobustMeanAbsoluteDeviation,0.9932443256763979
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_RootMeanSquared,0.9894635183606577
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_Skewness,0.9759320706852384
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_TotalEnergy,0.9995466760175084
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_Uniformity,0.9232796248209189
non_contrast.nii_log-sigma-1-0-mm-3D_firstorder_Variance,0.9848036855871772
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_Autocorrelation,0.9558165364232947
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_ClusterProminence,0.9425944975612017
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_ClusterShade,0.9361685657876366
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_ClusterTendency,0.9152497781466324
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_Contrast,0.9758916940381794
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_Correlation,0.9783462185411815
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_DifferenceAverage,0.9787335589696309
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_DifferenceEntropy,0.9666788218220039
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_DifferenceVariance,0.9658971864855779
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_Id,0.9793819337704246
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_Idm,0.9791315253656969
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_Idmn,0.9748082026408377
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_Idn,0.9715019727435603
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_Imc1,0.9835436858043921
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_Imc2,0.9760940314927835
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_InverseVariance,0.9801134694154833
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_JointAverage,0.977434863545712
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_JointEnergy,0.9655267619083753
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_JointEntropy,0.8998110144518582
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_MaximumProbability,0.9755693576574557
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_SumEntropy,0.9225329535452386
non_contrast.nii_log-sigma-1-0-mm-3D_glcm_SumSquares,0.8708197996053861
non_contrast.nii_log-sigma-1-0-mm-3D_gldm_DependenceEntropy,0.9519159469379118
non_contrast.nii_log-sigma-1-0-mm-3D_gldm_DependenceNonUniformity,0.9996457471153055
non_contrast.nii_log-sigma-1-0-mm-3D_gldm_DependenceNonUniformityNormalized,0.9679332832697962
non_contrast.nii_log-sigma-1-0-mm-3D_gldm_DependenceVariance,0.9773899082551575
non_contrast.nii_log-sigma-1-0-mm-3D_gldm_GrayLevelNonUniformity,0.9995271729978839
non_contrast.nii_log-sigma-1-0-mm-3D_gldm_GrayLevelVariance,0.9106503436540951
non_contrast.nii_log-sigma-1-0-mm-3D_gldm_HighGrayLevelEmphasis,0.9558981998501298
non_contrast.nii_log-sigma-1-0-mm-3D_gldm_LargeDependenceEmphasis,0.9799566499988361
non_contrast.nii_log-sigma-1-0-mm-3D_gldm_LargeDependenceHighGrayLevelEmphasis,0.9531501677952121
non_contrast.nii_log-sigma-1-0-mm-3D_gldm_LargeDependenceLowGrayLevelEmphasis,0.9971047383111354
non_contrast.nii_log-sigma-1-0-mm-3D_gldm_LowGrayLevelEmphasis,0.998984757520754
non_contrast.nii_log-sigma-1-0-mm-3D_gldm_SmallDependenceEmphasis,0.9578556038165625
non_contrast.nii_log-sigma-1-0-mm-3D_gldm_SmallDependenceHighGrayLevelEmphasis,0.9532928945729662
non_contrast.nii_log-sigma-1-0-mm-3D_gldm_SmallDependenceLowGrayLevelEmphasis,0.9965756178005228
non_contrast.nii_log-sigma-1-0-mm-3D_glrlm_GrayLevelNonUniformity,0.9996359176057481
non_contrast.nii_log-sigma-1-0-mm-3D_glrlm_GrayLevelNonUniformityNormalized,0.9385826591806357
non_contrast.nii_log-sigma-1-0-mm-3D_glrlm_GrayLevelVariance,0.9646753776971191
non_contrast.nii_log-sigma-1-0-mm-3D_glrlm_HighGrayLevelRunEmphasis,0.9557356809959076
non_contrast.nii_log-sigma-1-0-mm-3D_glrlm_LongRunEmphasis,0.987916596600264
non_contrast.nii_log-sigma-1-0-mm-3D_glrlm_LongRunHighGrayLevelEmphasis,0.9536056870714422
